api_event_id,api_id,analyst_id,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
7256835,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,A Haber; Anadolu Agency; Karar; Haber 7; Baghdad Today,"Around 20 October 2020, 3 PKK militants were killed or injured during the Turkish Army airstrikes in Haftanin region of Dahuk, Northern Iraq.",0,1603742173
7256858,1,TAS,Explosions/Remote violence,Grenade,Unidentified Armed Group (Iraq),,Civilians (Iraq),Iraqi Turkmen Front,Middle East,Iraq,Kirkuk,Dibis,,Altun Kupri,35.7535,44.1436,National Iraqi News Agency; Yaqein,"Around 20 October 2020 (as reported), grenades and Molotov cocktails were hurled at the office of the Iraqi Turkmen Front in Altun Kupri, Dibis district, Kirkuk province by an unidentified armed group.",0,1603742174
7256860,1,TAS,Strategic developments,Looting/property destruction,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Babylon,Hilla,,Hilla,32.4637,44.4196,Yaqein; National Iraqi News Agency,"Property destruction: On 20 October 2020, four demonstration tents in Hilla City, Babylon province belonging to protesters form the anti-government movement were set on fire by an unidentified group.",0,1603742174
7256861,1,TAS,Strategic developments,Other,Islamic State (Iraq),,Civilians (Iraq),,Middle East,Iraq,Kirkuk,Kirkuk,,Dawood Al Alouka,35.3601,44.1166,Xinhua; Al Maloomah; Rudaw; Patriotic Union of Kurdistan; Al Mada; Baghdad Today,"Mass grave: On 20 October 2020, a mass grave containing at 45 to 50 civilian bodies, believed to have been killed by IS in 2014 was discovered in the village of Dawoo Al Alouka, Kirkuk province.",0,1603742174
7256862,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Iraq),,Civilians (Iraq),,Middle East,Iraq,Erbil,Makhmur,,Qaraj,35.6415,43.5458,Basnews; Shafaaq News; Rudaw; Yaqein,"On 20 October 2020, 4 men were killed (a father and his three sons) and one injured when an IED, planted by IS, hit their car and detonated in Qaraj, Makhmour district.",4,1603742174
7256867,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Civilians (Iraq),,Middle East,Iraq,Diyala,Baquba,,Al Abbarah,33.8142,44.6577,National Iraqi News Agency; Baghdad Today,"On 20 October 2020, an unidentified explosive device detonated in a garden near Al Abbarah, Baquba district, Diyala province and injured a child, causing him to lose his legs. Another source reported that the child was killed.",1,1603742174
7257203,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Diyala,Muqdadiyah,,Al-Muqdadiya,33.9798,44.9362,Yaqein,"On 20 October 2020, demonstrators blocked the road between Baqubah and Khannaqin near Mahrut, in the Muqdadiyah district of Diyala province demanding the provision of basic services. The road was re-opened two hours later. [size=no report]",0,1603742175
7256994,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Al Midaina,,Al Huwayr,30.9772,47.3155,Al Mirbad,"On 20 October 2020, dozens of residents of Al Midaina district demonstrated outside the West Qurna Oil Field 2, near Al Huwayr in the Basrah province, demanding to be appointed. [size=dozens]",0,1603742174
7256997,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Thi-Qar,Suq Al-Shoyokh,,Suq Al-Shoyokh,30.8909,46.4543,Al Mirbad,"On 20 October 2020, demonstrators blocked the Administrative building in Suq Al Shoyokh town, Thi-Qar province calling for the dismissal of the mayor and the local government, due to deteriorating living conditions. [size=no report]",0,1603742174
7257006,1,TAS,Protests,Peaceful protest,Protesters (Iraq),,,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 20 October 2020, a number of citizens held a stand in Basrah City, to denounce the incident where a woman threw her children over a bridge and into the river, demanding a change to the child care policies in place, and especially those that concern cases of divorce. [size=no report]",0,1603742174
7257008,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 20 October 2020, engineering graduates demonstrated outside the main gate of the Basrah Oil Company (Zaqurah) in Basrah City, demanding to be appointed. Protesters opened one gate and allowed employees to enter the building, giving the government 1 week to fulfil their demands. [size=no report]",0,1603742174
7257010,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Missan,Amara,,Amara,31.8356,47.1448,Al Mirbad,"On 20 October 2020, a demonstration was held outside the Oil company in Amara City, Missan province by engineering graduates demanding to be appointed. [size=no report]",0,1603742174
7257016,1,TAS,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,Unidentified Tribal Militia (Iraq),,Middle East,Iraq,Missan,Amara,,Amara,31.8356,47.1448,Al Mirbad,"On 20 October 2020, a citizen was killed in an armed tribal clash in the Abu Ramaneh neighbourhood of Amara City, Missan province. It is unclear whether the clash was between two tribes or between families of the same tribe. A reason for the clash was not provided.",1,1603742174
7257027,1,TAS,Battles,Armed clash,Police Forces of Turkey (2016-) National Intelligence Organization,,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Erbil,,Erbil,36.1926,44.0106,Baghdad Today,"On 20 October 2020, Turkish Intelligence forces carried out a security operation in the Dahuk province, and killed 5 PKK militants. An exact location was not provided.",5,1603742174
7257032,1,TAS,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),,Civilians (Iraq),Labour Group (Iraq); Kurdish Ethnic Group (Iraq),Middle East,Iraq,Babylon,Hashimiya,,Al Qasim,32.303,44.6859,Basnews,"Property destruction: On 20 October 2020, security forces demolished tens of Kurdish-owned shops in Al Qasim (Imam Qasim), Hashimiya district, Babylon province under the pretext that the land these shops are built on belong to the government.",0,1603742174
7256836,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Choman,,Silsilat Jibal Qandil,36.5171,45.0199,Rudaw; ANF News; People's Defense Forces,"On 19 October 2020, Turkish Military forces conducted airstrikes against PKK targets in Esterokan and Rejuwkeryan village areas (Kurdish names) in Kandil mountain region (Silsilat Jibal Qandil) of Erbil, Northern Iraq. No information on casualties was reported by source.",0,1603742174
7256847,1,TAS,Battles,Armed clash,Police Forces of Iraq (2020-),,Islamic State (Iraq),,Middle East,Iraq,Kirkuk,Kirkuk,,Rashad,35.1343,44.0876,Baghdad Today; Al Sumaria TV,"On 19 October 2020, Federal police forces who had been assigned as the security detail of a commander in the forces, thwarted an attempt by an IS militants to plant an IED on the road between Tikrit and Kirkuk near Rashad, that was meant to hit the convoy of their commander. The IS militant was killed and the IED safely defused.",1,1603742174
7256853,1,TAS,Violence against civilians,Attack,Unidentified Armed Group (Iraq),,Civilians (Iraq),National Wisdom Movement,Middle East,Iraq,Babylon,Hilla,,Nahiyat Abi Gharaq,32.5271,44.344,Baghdad Post; Shafaaq News,"On 19 October 2020, unidentified armed men opened fire at the home of the MP of the National Wisdom Movement in Nahiyat Abi Gharaq, Hilla district, Babylon province. The MP was not injured, but his nephew was killed in the attack.",1,1603742174
7256859,1,TAS,Strategic developments,Looting/property destruction,Islamic State (Iraq),,Civilians (Iraq),Former Government of Iraq (2020-),Middle East,Iraq,Kirkuk,Haweeja,,Nahiyat ar Riyad,35.269,43.9108,Basnews; National Iraqi News Agency,"Property destruction: On 19 October 2020, IS militants stormed the village of Sheikh Burhan Mazhar in Nahiyat Ar Riyad, Haweeja district, Kirkuk province and set fire to a number of houses and vehicles belonging to Burhan Mazhar, who is the head of the dissolved Arab Council political list. IS militants also booby-trapped a house.",0,1603742174
7256985,1,TAS,Strategic developments,Disrupted weapons use,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,,Islamic State (Iraq),,Middle East,Iraq,Anbar,Falluja,,Fallujah,33.3491,43.786,Al Maloomah,"Defusal: On 19 October 2020, Intelligence forces safely defused 58 IS explosive devices and seized 12 more explosives during a security operation in a number of locations, east of Fallujah City.",0,1603742174
7256987,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Iraq (2020-) Popular Mobilization Forces,Military Forces of Iraq (2020-),Islamic State (Iraq),,Middle East,Iraq,Sala al-Din,Shirqat,,Qaryat Kanus al Ulya,35.6763,43.2902,Al Maloomah,"On 19 October 2020, artillery forces of the PMF and Iraqi military shelled an IS hideout in Kanous Island (Qaryat Kanus Al Ulya) during a security operation aimed at identifying all IS remnants in the area. No fatalities/injuries reported by the source.",0,1603742174
7257007,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Health Workers (Iraq); Labour Group (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 19 October 2020, employees of Al-Hussein Hospital in As Samawah City, Muthanna province held a demonstration inside the hospital, to demand an increase in their risk allowances due to the coronavirus and the preservation of the financial and moral rights of the martyrs of the White Army. [size=no report]",0,1603742174
7257012,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Basrah,Basrah,,Basrah,30.533,47.7975,Al Mirbad,"On 19 October 2020, daily workers who are also winners of the 30,000 job lottery of the National Retirement Authority, demonstrated at the Al Maqal Port in Basrah City, demanding to receive their delayed wages and to have their contracts converted into Ministerial ones. [size=no report]",0,1603742174
7257015,1,TAS,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,Unidentified Tribal Militia (Iraq),,Middle East,Iraq,Basrah,Al Midaina,,Al Midaina,30.941,47.2644,Al Mirbad,"On 19 October 2020, an armed clash ensued between members of an unidentified tribe in the Al Midaina district, Basrah province and security forces arrived to intervene. 3 injuries were reported, including a security member and 6 people were detained.",0,1603742174
7257017,1,TAS,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,Unidentified Tribal Militia (Iraq),,Middle East,Iraq,Basrah,Al-Qurna,,Nahiyat ad Dayr,30.7951,47.5796,Al Mirbad,"On 19 October 2020, an armed clash between two unidentified tribes in Nahiyat Al Shafi, which is part of Nahiyat Ad Dayr, Al Qurna district, Basrah province continued for a second day. The clash erupted as a result of a personal dispute between two members of each tribe and escalated. A child was injured by a stray bullet of the clash.",0,1603742174
7257021,1,TAS,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),,,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,Al Mirbad,"On 19 October 2020, dozens of engineering graduates demonstrated outside the Governmental building in As Samawah City, Muthanna province demanding to be appointed. Demonstrators also demand that jobs be created for them within the private sector. [size=dozens]",0,1603742174
7257025,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,,,Middle East,Iraq,Kirkuk,Kirkuk,,Kirkuk,35.4681,44.3922,Baghdad Post,"On 19 October 2020, an unidentified explosive device detonated in the Sarkawtin neighbourhood of Kirkuk City, causing no injuries.",0,1603742174
7257033,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Military Forces of Iraq (2020-),,Middle East,Iraq,Sala al-Din,Tooz,,Tuz Khurma,34.8833,44.6333,Basnews,"On 19 October 2020, an unidentified IED targeted a military convoy between Tuz Khurmatu (Tuz Khurma) and Kifri in the Saladin province, injuring two soldiers.",0,1603742174
7257069,1,TAS,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,Police Forces of Iraq (2020-),,Middle East,Iraq,Ninewa,Mosul,,Mosul,36.335,43.1189,National Iraqi News Agency,"Around 19 October 2020 (as reported), an unidentified explosive device detonated when a Police convoy passed by it in the village of Ihlayla, south of Mosul City, injuring two Policemen.",0,1603742174
7257073,1,TAS,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,People's Defense Forces,"On 19 October 2020, Turkish army forces conducted artillery attacks targeting PKK in Sehit Rustem area (Kurdish name) in Zap region (Amadiya district) of Dahuk, Northern Iraq. Source reported that no casualties occurred.",0,1603742174
7257076,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Amedi,,Amadiya,37.0921,43.4877,People's Defense Forces,"On 19 October 2020, Turkish warplanes conducted airstrikes targeting PKK in Sehit Rustem area (Kurdish name) in Zap region (Amadiya district) of Dahuk, Northern Iraq. Source reported that no casualties occurred.",0,1603742174
7257080,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,People's Defense Forces,"On 19 October 2020, Turkish warplanes conducted airstrikes targeting PKK in Kere area (Kurdish name) in Haftanin region of Dahuk, Northern Iraq. Source reported that no casualties occurred.",0,1603742174
7257086,1,TAS,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,PKK: Kurdistan Workers Party,,Middle East,Iraq,Erbil,Soran,,Wadi Khakurik,36.9599,44.6039,People's Defense Forces,"On 19 October 2020, Turkish Army warplanes conducted airstrikes against PKK targets in Kolit area (Kurdish names) in Xakurke (Wadi Khakurik) region of Erbil, Northern Iraq. No information on casualties was reported by source.",0,1603742174
7257090,1,TAS,Strategic developments,Arrests,Police Forces of Iraq (2020-),,Civilians (Iraq),Former Government of Iraq (2018-2020),Middle East,Iraq,Ninewa,Mosul,,Mosul,36.335,43.1189,Rudaw,"Arrests: On 18 October 2020, the former governor of Nineveh, Nawfel Akoub was arrested in Mosul City, over a multi-million dollar graft. He stands accused of stealing millions of dollars, some of which was aid for citizens who had fled their homes in war.",0,1603742174
7257093,1,TAS,Strategic developments,Change to group/activity,Military Forces of Iraq (2020-) Popular Mobilization Forces,Military Forces of Iraq (2020-),,,Middle East,Iraq,Ninewa,Mosul,,Qanus Island,35.6711,43.2747,Shafaaq News,"Movement of forces: On 18 October 2020, PMF and Iraqi army forces launched a massive military campaign to comb Qanus Island.",0,1603742174
